Base URL,Level 1 - Name,Level 1 - ID,Level 1 - URL,Level 2 - Name,Level 2 - ID,Level 2 - URL,Level 3 - Name,Level 3 - ID,Level 3 - URL
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.morrisons.com/browse/178974/178970,PUDDINGS & DESSERTS,179019,https://groceries.morrisons.com/browse/178974/178970/179019
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.morrisons.com/browse/178974/178970,"SAUCES, STOCKS & GRAVY",179020,https://groceries.morrisons.com/browse/178974/178970/179020
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.morrisons.com/browse/178974/178970,TEA & COFFEE,179021,https://groceries.morrisons.com/browse/178974/178970/179021
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FOOD CUPBOARD,178970,https://groceries.morrisons.com/browse/178974/178970,TINS & CANS,179022,https://groceries.morrisons.com/browse/178974/178970/179022
,,,,,,,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,BAKERY & CAKES,178971,https://groceries.morrisons.com/browse/178974/178971,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,BAKERY & CAKES,178971,https://groceries.morrisons.com/browse/178974/178971,BREAD & BREAD ROLLS,179023,https://groceries.morrisons.com/browse/178974/178971/179023
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,BAKERY & CAKES,178971,https://groceries.morrisons.com/browse/178974/178971,"CAKES, PIES & TARTS",179024,https://groceries.morrisons.com/browse/178974/178971/179024
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,BAKERY & CAKES,178971,https://groceries.morrisons.com/browse/178974/178971,CROISSANTS & BREAKFAST BAKERY,179025,https://groceries.morrisons.com/browse/178974/178971/179025
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,BAKERY & CAKES,178971,https://groceries.morrisons.com/browse/178974/178971,DESSERTS & PUDDINGS,179026,https://groceries.morrisons.com/browse/178974/178971/179026
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,BAKERY & CAKES,178971,https://groceries.morrisons.com/browse/178974/178971,"FRUITED BREAD, SCONES & HOT CROSS BUNS",179027,https://groceries.morrisons.com/browse/178974/178971/179027
,,,,,,,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,"CAKES, PIES & TARTS",179028,https://groceries.morrisons.com/browse/178974/178972/179028
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,"CHIPS, POTATOES & VEGETABLES",179029,https://groceries.morrisons.com/browse/178974/178972/179029
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,DESSERTS,179030,https://groceries.morrisons.com/browse/178974/178972/179030
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,FISH & SEAFOOD,179031,https://groceries.morrisons.com/browse/178974/178972/179031
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,ICE CREAM & LOLLIES,179032,https://groceries.morrisons.com/browse/178974/178972/179032
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,MEAT & POULTRY,179033,https://groceries.morrisons.com/browse/178974/178972/179033
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,PIES & PASTRIES,179034,https://groceries.morrisons.com/browse/178974/178972/179034
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,PIZZA & GARLIC BREAD,179035,https://groceries.morrisons.com/browse/178974/178972/179035
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,FROZEN,178972,https://groceries.morrisons.com/browse/178974/178972,READY MEALS,179036,https://groceries.morrisons.com/browse/178974/178972/179036
,,,,,,,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,DRINKS,178973,https://groceries.morrisons.com/browse/178974/178973,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,DRINKS,178973,https://groceries.morrisons.com/browse/178974/178973,SOFT DRINKS,179037,https://groceries.morrisons.com/browse/178974/178973/179037
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,DRINKS,178973,https://groceries.morrisons.com/browse/178974/178973,WINE & SPARKLING,179038,https://groceries.morrisons.com/browse/178974/178973/179038
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974,DRINKS,178973,https://groceries.morrisons.com/browse/178974/178973,BEER,179039,https://groceries.morrisons.com/browse/178974/178973/179039
